app_id,ssn,zip_code,income,homeownership,purchases,credit_limit,fico,num_late,past_def,num_bankruptcy,avg_income,density
720314.0,265030669.0,70850.0,94000.0,1,1220.22662444798,25700.0,785.0,1.0,0.0,0.0,58731.5971240988,945.120127165845
163444.0,736764150.0,25114.0,116000.0,1,24477.7037753076,27600.0,765.0,0.0,0.0,0.0,31851.1587026876,1800.29297490908
312551.0,923773081.0,18935.0,31000.0,0,14169.8891922101,14200.0,807.0,2.0,0.0,0.0,77985.2867808158,98.479873457051
952941.0,855030959.0,98680.0,72000.0,1,5345.15796798558,12500.0,654.0,1.0,0.0,0.0,57446.8495318814,228.611241593913
604745.0,252686679.0,15299.0,40000.0,0,1599.9890993449,1600.0,628.0,2.0,0.0,0.0,60630.0285564177,3.14596656464706
358963.0,558898139.0,73088.0,80000.0,1,6852.7368767087,9500.0,650.0,0.0,0.0,0.0,50411.3666355387,107.795202715788
201588.0,330081650.0,92168.0,41000.0,0,14778.1631105472,27100.0,738.0,3.0,0.0,0.0,68158.3996879288,214.817017023746
467490.0,847119068.0,97796.0,70000.0,1,15406.6644505567,27700.0,629.0,1.0,0.0,0.0,53123.4625730058,97.5310276957291
153365.0,395605094.0,15887.0,68000.0,1,3210.08035362636,23200.0,826.0,2.0,0.0,0.0,48239.9951047324,508.18774745964
139135.0,491851886.0,40136.0,98000.0,0,20050.4669517411,22500.0,530.0,3.0,0.0,0.0,39517.7293967343,17.1580770290276
590507.0,560771396.0,91055.0,76000.0,1,9315.71236664307,15800.0,840.0,0.0,0.0,0.0,54240.790946131,1061.13283435754
218938.0,608720800.0,43244.0,40000.0,1,3099.52438835158,3100.0,351.0,1.0,2.0,2.0,57597.5572422917,135.233488769261
501458.0,305673761.0,50556.0,32000.0,1,9831.8749360121,28700.0,715.0,1.0,0.0,0.0,76586.7777497989,0.776090585208736
967232.0,801142717.0,33333.0,38000.0,1,4042.99196215858,31200.0,662.0,0.0,0.0,0.0,55312.2291099174,7.83671210787947
259276.0,521637393.0,46154.0,100000.0,1,1664.29976608952,19800.0,602.0,1.0,0.0,0.0,78358.0604303065,5.19646367040866
577889.0,328167394.0,91503.0,55000.0,1,3868.93075933995,8600.0,557.0,1.0,0.0,0.0,59759.4761344154,0.589223732333545
594094.0,686748426.0,15797.0,25000.0,0,28286.6084746621,28300.0,736.0,0.0,0.0,0.0,58850.2896548875,2610.0595884674
151806.0,774758899.0,85450.0,62000.0,1,1660.06474044609,16600.0,710.0,0.0,0.0,0.0,60242.8172538231,719.732109518774
529728.0,853485852.0,28162.0,54000.0,1,23873.6107731699,35500.0,864.0,0.0,0.0,0.0,61038.51367612,148.811998449802
587498.0,102203310.0,40025.0,79000.0,1,1315.90249714972,17600.0,618.0,0.0,0.0,0.0,61796.6999850168,172.679193600164
876431.0,127003001.0,15857.0,88000.0,0,9983.91716878221,12400.0,817.0,0.0,0.0,0.0,99236.651517794,55.1743860686846
117545.0,732362644.0,27254.0,57000.0,1,6178.67998769877,30100.0,424.0,3.0,2.0,2.0,42112.8781138518,192.364758222568
318626.0,755651643.0,70755.0,39000.0,1,6176.95627974172,15300.0,823.0,0.0,0.0,0.0,35620.6613000126,1512.02158089447
178377.0,328110977.0,59277.0,20000.0,1,20953.7749991469,21000.0,871.0,1.0,0.0,0.0,46221.7923563239,49.3381910902653
136327.0,837057220.0,63541.0,44000.0,1,5218.94829870715,11900.0,624.0,2.0,0.0,0.0,34212.8400593158,1070.50497152578
932651.0,696164355.0,45414.0,16000.0,1,24099.9874334414,24100.0,846.0,3.0,0.0,0.0,52674.0406672816,44.339816659753
757254.0,296455934.0,12552.0,103000.0,0,13307.1314309447,13500.0,816.0,0.0,0.0,0.0,53325.2612761111,67.5169752798386
113087.0,848114225.0,15985.0,68000.0,1,8895.21432707288,25200.0,560.0,1.0,0.0,0.0,63213.2254119204,835.79091947286
518411.0,283266461.0,95042.0,53000.0,1,2135.10570398298,11800.0,643.0,0.0,0.0,0.0,60159.5888475487,249.831791727921
837633.0,228827511.0,94080.0,26000.0,1,27700.2439881408,29400.0,638.0,0.0,0.0,0.0,54962.5861422628,6.38826102422479
211357.0,918288065.0,49420.0,71000.0,1,1560.50688536099,9800.0,711.0,0.0,0.0,0.0,75740.8071886007,32.84182930682
308103.0,120828656.0,21182.0,73000.0,1,6577.83696093006,37900.0,706.0,2.0,1.0,1.0,61674.8853993703,45.5730485923031
696624.0,911062099.0,11284.0,62000.0,1,8592.14229854456,16200.0,707.0,0.0,0.0,0.0,64927.177705096,483.141521806232
877312.0,446864938.0,34703.0,51000.0,1,4459.25789789273,4500.0,550.0,1.0,0.0,0.0,67861.3541600546,507.664232023132
159094.0,264338738.0,71130.0,25000.0,1,3897.76375221351,15000.0,813.0,0.0,0.0,0.0,61093.3566693574,287.777458454827
892851.0,482189041.0,22412.0,65000.0,1,7320.27342891885,37100.0,582.0,0.0,0.0,0.0,77093.8818699894,457.654179117517
953831.0,463428305.0,44667.0,40000.0,1,3451.34561941225,14800.0,848.0,0.0,0.0,0.0,57708.4439983244,36.3504179431099
155556.0,817611356.0,60388.0,81000.0,1,1373.97247717524,20900.0,833.0,2.0,0.0,0.0,43232.4017778635,28.4659890310284
118829.0,940510013.0,90482.0,67000.0,1,2548.66239995078,28600.0,670.0,0.0,0.0,0.0,73598.4518539374,6.65535970414857
917648.0,906310959.0,22165.0,59000.0,0,19559.5624268598,34800.0,599.0,0.0,0.0,0.0,60187.6285167077,86.9111061553762
304221.0,477135472.0,54574.0,61000.0,1,3866.70431637744,37100.0,872.0,0.0,0.0,0.0,40603.1039696371,2327.08957115346
167031.0,543586781.0,97208.0,84000.0,1,5407.01267391062,12000.0,783.0,2.0,0.0,0.0,55927.5181110582,520.24775857912
392332.0,939841271.0,64914.0,43000.0,0,11799.4040607719,11800.0,542.0,3.0,0.0,0.0,48139.0141954312,2954.31763946763
988939.0,134724649.0,35521.0,82000.0,0,8925.43569642614,10200.0,859.0,0.0,0.0,0.0,66339.1912804331,1013.29883171733
319181.0,181804712.0,41784.0,92000.0,0,6911.30106590551,34800.0,760.0,1.0,0.0,0.0,68399.440348073,787.756262285687
315016.0,235915103.0,16211.0,60000.0,0,11974.7653175324,13000.0,825.0,2.0,0.0,0.0,53644.2346617983,379.450394518938
425964.0,525030195.0,34107.0,88000.0,1,12736.336576449,13300.0,880.0,0.0,0.0,0.0,90190.2885906097,196.484797720196
786603.0,923507673.0,65300.0,44000.0,0,11644.7637810463,15800.0,774.0,0.0,0.0,0.0,49991.6577869555,1.63056856557979
442754.0,648145682.0,44809.0,80000.0,0,21646.620748597,22600.0,727.0,1.0,0.0,0.0,79861.1867369809,1126.3050258944
371104.0,376153824.0,55395.0,110000.0,1,2164.64768624116,24300.0,704.0,0.0,0.0,0.0,69057.3867510203,1575.63959557895
780327.0,369859269.0,59107.0,57000.0,1,3910.42442504917,30100.0,865.0,0.0,0.0,0.0,58178.4008892449,879.458056139506
811429.0,105625899.0,64460.0,73000.0,1,299.997863502114,300.0,655.0,1.0,0.0,0.0,72036.9504399881,246.07264734968
471630.0,270434354.0,63096.0,43000.0,0,25122.6851345067,26100.0,873.0,0.0,0.0,0.0,52321.0358924551,284.140357983835
836990.0,800143924.0,89474.0,45000.0,1,6860.68781532417,31400.0,586.0,0.0,0.0,0.0,29349.0254366115,201.021967115922
609526.0,615103305.0,76018.0,91000.0,0,10962.2085775763,23300.0,592.0,3.0,1.0,1.0,58709.1628889083,88.5705174155141
919642.0,707081715.0,37118.0,32000.0,1,11175.8321428165,11500.0,571.0,0.0,0.0,0.0,61240.1091347076,127.523464628559
361985.0,197786156.0,48497.0,44000.0,0,15075.4265795704,15100.0,662.0,0.0,0.0,0.0,59964.7031771583,517.377321702754
768582.0,386794651.0,30914.0,70000.0,1,4534.15181033336,21300.0,873.0,0.0,0.0,0.0,52140.4095037267,256.872929850544
220146.0,314552136.0,34813.0,55000.0,0,13142.2658565736,39100.0,680.0,1.0,0.0,0.0,51520.1115090137,9.85849032744699
509551.0,981835992.0,70513.0,104000.0,0,12629.1524565844,13000.0,652.0,2.0,1.0,1.0,70753.8461499221,28.9088550957677
413018.0,408627306.0,67923.0,56000.0,1,12374.35917168,18200.0,792.0,0.0,0.0,0.0,84449.3503414493,4.45595593277503
994878.0,693439797.0,52702.0,43000.0,1,22469.622588244,30900.0,828.0,2.0,0.0,0.0,54875.9215574433,10.9778724633023
791273.0,659660746.0,32650.0,56000.0,1,5922.70154087224,18300.0,642.0,3.0,2.0,1.0,78842.2078493304,140.20594604158
834858.0,955073341.0,18753.0,31000.0,1,11737.9601670787,14500.0,655.0,3.0,0.0,0.0,66252.3049426411,21.7374255779961
607383.0,267282965.0,95990.0,82000.0,0,19488.736682043,39800.0,486.0,2.0,1.0,1.0,80606.2456142171,353.338799673785
306753.0,346936472.0,20284.0,87000.0,0,16884.1276977471,20600.0,686.0,0.0,0.0,0.0,58982.3600775166,287.951747972176
562849.0,976618286.0,85033.0,69000.0,1,4084.61255841094,9000.0,843.0,0.0,0.0,0.0,65799.8047900111,563.773646081644
373002.0,299751002.0,95835.0,47000.0,0,2899.61210093974,2900.0,755.0,4.0,0.0,0.0,78142.3260829221,62.1792407015184
257794.0,171405300.0,59753.0,29000.0,1,10745.311777265,10800.0,595.0,0.0,0.0,0.0,58616.7092143934,97.1228405316623
381131.0,964323725.0,52867.0,48000.0,0,6284.58991185207,10100.0,692.0,1.0,0.0,0.0,35015.7977737957,17.6802158168999
772318.0,851497010.0,25704.0,102000.0,1,12395.914556274,12500.0,727.0,0.0,0.0,0.0,74631.0884331044,55.9178827173096
943305.0,892951335.0,52545.0,67000.0,1,8458.77171825951,8600.0,588.0,4.0,0.0,0.0,42840.7314025563,458.943647057657
240499.0,748353723.0,16573.0,52000.0,0,12576.6524839963,33800.0,584.0,0.0,0.0,0.0,54608.259611445,66.8783165337849
559708.0,217945542.0,97436.0,74000.0,1,1705.10583922518,11300.0,579.0,5.0,0.0,0.0,78142.5643308103,784.380388107623
406705.0,326571651.0,43113.0,24000.0,1,5213.7282804608,15100.0,545.0,2.0,0.0,0.0,62164.7437963882,346.115152553144
399659.0,282642254.0,17550.0,18000.0,0,18525.3258525189,18600.0,510.0,1.0,1.0,1.0,49663.4095313735,303.015060399559
477034.0,677763746.0,48731.0,18000.0,0,35141.7530831964,35300.0,550.0,0.0,0.0,0.0,46846.4424471958,17.4702520594728
537866.0,992277219.0,36301.0,73000.0,1,18931.4538520746,34500.0,860.0,3.0,0.0,0.0,58654.675100043,729.421063173142
228634.0,492756648.0,81178.0,73000.0,1,1763.03993111681,36100.0,392.0,1.0,1.0,2.0,55215.744339061,108.977467295804
965346.0,144864014.0,55280.0,29000.0,1,5907.51627225283,14100.0,666.0,1.0,0.0,0.0,64293.9740614534,304.517628283505
760445.0,395965298.0,53627.0,27000.0,1,2582.14109080304,9700.0,564.0,1.0,0.0,0.0,59783.7819994483,13.3546505689875
568272.0,597846999.0,29663.0,88000.0,1,8181.54943739376,8600.0,630.0,0.0,0.0,0.0,63849.474612874,43.1548044665642
319799.0,924084019.0,63039.0,29000.0,1,3953.84622429475,25600.0,570.0,0.0,0.0,0.0,64813.5031825894,1199.9380796041
672302.0,809618993.0,36588.0,43000.0,1,4265.68378917357,23800.0,860.0,1.0,0.0,0.0,53058.6838730505,147.956751494782
647430.0,147260104.0,90586.0,27000.0,1,6795.95287696263,6800.0,538.0,2.0,2.0,1.0,61643.6262722103,4.87905559654665
582295.0,320102985.0,43829.0,36000.0,1,18069.0276485964,18100.0,785.0,0.0,0.0,0.0,52771.7650290977,10.0415981807549
755683.0,728422325.0,52365.0,97000.0,1,23946.2666076102,39200.0,758.0,0.0,0.0,0.0,47858.3391533383,185.358578243886
832461.0,101458458.0,16217.0,53000.0,1,4546.80240393161,9600.0,507.0,5.0,0.0,0.0,96819.1582711794,104.837434778644
533256.0,758660926.0,91977.0,78000.0,1,4367.82883661204,14000.0,728.0,0.0,0.0,0.0,19705.119514986,1.47631857639448
755173.0,694043347.0,60521.0,45000.0,1,4106.05619554329,8600.0,820.0,0.0,0.0,0.0,79025.3266116284,129.43087914407
545209.0,177008913.0,44141.0,49000.0,1,4869.39045108425,35200.0,676.0,1.0,1.0,1.0,80528.5054585812,30.7136487612186
800278.0,362547577.0,56249.0,32000.0,0,34297.8431710633,39100.0,648.0,0.0,0.0,0.0,82707.2490319293,134.636697758996
609212.0,886232385.0,50183.0,78000.0,0,9283.36433848935,29900.0,694.0,2.0,1.0,1.0,71818.7545339824,79.493135609457
166563.0,595790735.0,42071.0,79000.0,1,3467.03047197561,3500.0,803.0,0.0,0.0,0.0,53746.4531599633,205.204306555
474769.0,346706668.0,71732.0,87000.0,1,20465.1371050813,20500.0,739.0,2.0,0.0,0.0,56264.4689369546,122.48808173239
358601.0,825719254.0,70260.0,54000.0,1,7593.98480832547,7600.0,544.0,1.0,1.0,1.0,64790.0299501312,36.9900528881782
767494.0,197487530.0,55527.0,42000.0,1,6468.8290429128,35900.0,881.0,0.0,0.0,0.0,55416.9909104256,3.5292669825005
559457.0,288986134.0,46429.0,61000.0,0,7330.61010228875,14900.0,788.0,4.0,0.0,0.0,45016.6334109602,48.912475861547
897833.0,338371149.0,50889.0,87000.0,1,11173.3144661328,16000.0,568.0,2.0,1.0,1.0,47018.8307316455,29.1270244675792
627533.0,518007582.0,71302.0,100000.0,1,20744.2131244154,22200.0,476.0,1.0,3.0,1.0,69539.4470140444,530.646846013228
210592.0,295618786.0,10984.0,65000.0,1,3724.22408609703,12900.0,706.0,0.0,0.0,0.0,74912.9215924051,1.9672174331172
309110.0,468559402.0,57218.0,23000.0,0,26435.3444263749,29700.0,542.0,3.0,0.0,0.0,37768.0825264278,470.016739735205
251521.0,910100943.0,49851.0,63000.0,1,17422.2071683339,37100.0,823.0,0.0,0.0,0.0,47462.4583607685,41.292938599632
890574.0,247549205.0,11579.0,77000.0,1,1940.2694318086,36400.0,627.0,0.0,0.0,0.0,57252.1588487152,12.7642697644931
117842.0,857967307.0,62324.0,67000.0,1,1318.85006525362,9800.0,822.0,1.0,0.0,0.0,86774.9970770506,62.1311382798301
762087.0,525208368.0,96521.0,62000.0,1,12797.8634496695,16600.0,884.0,0.0,0.0,0.0,64564.8261847226,1.2363874896084
742734.0,874789914.0,55884.0,46000.0,0,12874.0642106615,21400.0,588.0,0.0,0.0,0.0,55270.3403586591,93.1906254693777
728852.0,462019219.0,99209.0,80000.0,0,13762.597968065,31100.0,701.0,0.0,0.0,0.0,55438.4101640172,0.565080298797482
392477.0,980739801.0,65442.0,57000.0,1,11901.7738303159,12400.0,893.0,0.0,0.0,0.0,61037.9504916809,29.9665216892679
377983.0,446487481.0,74614.0,73000.0,0,7589.37555252314,17300.0,625.0,0.0,0.0,0.0,48215.6944684763,136.83576653874
428475.0,490946524.0,23782.0,73000.0,1,2847.25669322105,29100.0,564.0,0.0,0.0,0.0,31429.7670394859,65.49711634043
815431.0,699876678.0,78826.0,47000.0,1,21291.4796989508,21700.0,657.0,0.0,0.0,0.0,46957.7025100615,17.8896792600736
458008.0,815157065.0,69197.0,48000.0,1,8290.34416785856,8500.0,670.0,0.0,0.0,0.0,58514.2172147343,599.418036114366
914605.0,308878069.0,89583.0,80000.0,1,10121.9296782355,11500.0,849.0,2.0,0.0,0.0,80746.8604685184,799.768739529384
120276.0,545728946.0,19399.0,59000.0,0,7799.63684647849,7800.0,582.0,1.0,0.0,0.0,43713.7433716725,161.919534687934
797619.0,511411361.0,91528.0,58000.0,1,8800.92602306582,18000.0,654.0,0.0,0.0,0.0,75228.891122114,444.814745631809
291554.0,434126268.0,33678.0,72000.0,1,16897.0670616503,16900.0,690.0,0.0,0.0,0.0,37137.5683521521,106.469724623897
237430.0,223636737.0,92219.0,50000.0,1,8354.87525406939,18200.0,825.0,0.0,0.0,0.0,39672.4844006338,0.103202877412054
167972.0,488281104.0,11381.0,58000.0,1,5948.03525853505,25800.0,608.0,5.0,1.0,1.0,60501.0938405033,22.8108651775592
683362.0,988334618.0,35559.0,94000.0,1,6620.76687784756,17400.0,850.0,0.0,0.0,0.0,57146.4803471417,569.930389914983
412586.0,944727336.0,82102.0,68000.0,1,3690.29216840481,10100.0,606.0,1.0,0.0,0.0,75544.3776024769,156.860529478881
950798.0,290724470.0,80597.0,39000.0,0,7771.19976800299,10700.0,721.0,1.0,0.0,0.0,97934.0920194401,997.345886050016
644020.0,394587458.0,60898.0,56000.0,1,1396.52503869386,9200.0,876.0,0.0,0.0,0.0,44548.5476279299,1090.77407808587
961679.0,634578035.0,35753.0,50000.0,0,13025.9827106851,19400.0,477.0,2.0,1.0,3.0,42905.1201023914,6.33930174059659
476353.0,889555600.0,60675.0,83000.0,1,9775.78507837506,28400.0,700.0,0.0,0.0,0.0,48403.4821900488,333.696307686974
644166.0,914017779.0,94389.0,61000.0,1,1730.66292484664,14400.0,881.0,0.0,0.0,0.0,47209.582750678,140.05501461412
859002.0,580587502.0,60213.0,54000.0,1,10847.0137375838,15700.0,856.0,0.0,0.0,0.0,26351.3908513609,0.610527397029705
373538.0,146948956.0,70052.0,94000.0,1,11308.5188636418,14600.0,858.0,2.0,0.0,0.0,61291.5188280663,450.972424684234
814159.0,303333585.0,46267.0,80000.0,1,2263.17145635352,16700.0,706.0,0.0,0.0,0.0,48316.6105519438,127.013997160889
374433.0,119931426.0,91073.0,76000.0,1,999.93751613411,1000.0,728.0,0.0,0.0,0.0,70114.9265780152,3.23066740952075
912905.0,623948138.0,64381.0,17000.0,1,9784.50632790649,9900.0,731.0,1.0,0.0,0.0,43359.3449248628,100.698572533778
627950.0,754053788.0,99160.0,47000.0,1,13414.0793109797,14100.0,713.0,0.0,0.0,0.0,77633.3820003923,195.401324863731
328158.0,140510842.0,17888.0,53000.0,0,8786.48242673825,16000.0,893.0,0.0,0.0,0.0,29417.421694254,1522.94543896673
779847.0,521061938.0,81863.0,65000.0,1,10506.262167745,27800.0,787.0,0.0,0.0,0.0,88747.8142418182,1541.46673418244
266820.0,195549825.0,59067.0,50000.0,1,2473.534060168,15400.0,681.0,0.0,0.0,0.0,62075.696623215,166.575601264447
366131.0,310747964.0,75352.0,87000.0,0,13866.8506475747,16700.0,681.0,0.0,0.0,0.0,82547.0673823792,1002.03918701378
547237.0,114598416.0,98439.0,68000.0,0,14302.9949391659,37200.0,797.0,2.0,0.0,0.0,64372.1609520721,96.4444817530176
906722.0,103894240.0,29702.0,60000.0,0,6894.78687971201,9700.0,843.0,0.0,0.0,0.0,52535.7356546708,555.563905221452
269207.0,828566359.0,59667.0,68000.0,0,9899.88505000608,9900.0,460.0,1.0,1.0,1.0,53695.3263075049,1675.1477895281
840675.0,168443278.0,52099.0,93000.0,1,5119.68205512584,22800.0,552.0,0.0,0.0,0.0,61387.1562745736,645.88871940859
325274.0,264808059.0,48251.0,76000.0,0,6285.65008959545,8800.0,791.0,0.0,0.0,0.0,62423.8861211471,48.8588004920731
452309.0,711810016.0,37834.0,76000.0,0,13852.8708626543,41300.0,784.0,0.0,0.0,0.0,83094.4783151988,0.361490917552946
487751.0,930376383.0,57925.0,103000.0,0,9246.86849591794,24200.0,743.0,0.0,0.0,0.0,60552.9820786617,69.8239230752121
562179.0,617290535.0,45499.0,75000.0,1,3373.03785250576,41300.0,757.0,1.0,0.0,0.0,40992.0991915052,1112.95677357816
661209.0,226965194.0,59154.0,75000.0,1,6198.25834826428,38100.0,731.0,2.0,0.0,0.0,36731.404105218,64.3221886036563
644577.0,112529161.0,75133.0,60000.0,0,12097.8798690837,30600.0,893.0,0.0,0.0,0.0,53748.100950276,771.418369230757
751802.0,399463834.0,96039.0,75000.0,0,9768.73422401684,15000.0,590.0,1.0,0.0,0.0,67228.0466563516,1525.64774763349
806411.0,225169479.0,15809.0,58000.0,1,1801.64394519539,11000.0,764.0,2.0,0.0,0.0,57076.3062130772,431.708301992072
821250.0,302294966.0,61859.0,48000.0,1,17876.3050290484,20400.0,680.0,0.0,0.0,0.0,27995.6126840403,476.786317037581
626989.0,664161556.0,76950.0,65000.0,0,10619.662034677,13200.0,747.0,0.0,0.0,0.0,39616.2779050577,1006.38106582118
331493.0,450363849.0,42564.0,80000.0,1,6960.95287742845,30100.0,720.0,0.0,0.0,0.0,71310.1885757469,79.3820332105807
650758.0,994371534.0,63025.0,30000.0,1,20336.6696096382,39600.0,554.0,1.0,0.0,0.0,70789.9728208804,331.602791369929
531379.0,677152998.0,85441.0,77000.0,1,15024.9058911818,40400.0,763.0,1.0,0.0,0.0,33294.2554638765,2.89482774542824
862471.0,767597224.0,86439.0,3000.0,1,24347.9310284562,24400.0,672.0,0.0,0.0,0.0,91337.7594479017,36.8691976360405
524713.0,371885648.0,38691.0,92000.0,0,299.99997239808,300.0,707.0,0.0,0.0,0.0,52483.5885565309,19.1988153869372
339979.0,814789503.0,32824.0,48000.0,0,23760.9993131864,28400.0,571.0,5.0,2.0,1.0,93483.383940025,662.523319543511
863467.0,649405408.0,86707.0,46000.0,1,23637.2259278088,30500.0,634.0,1.0,0.0,0.0,43712.4649482587,333.64175164877
631595.0,700650596.0,64247.0,83000.0,0,6212.66295062853,16600.0,651.0,2.0,0.0,0.0,56932.9204103206,87.060504837857
909357.0,577800113.0,88040.0,50000.0,0,32802.0211623942,33200.0,823.0,1.0,0.0,0.0,59260.2736279793,265.075877906432
792247.0,100091104.0,65823.0,85000.0,1,2844.55595108636,32000.0,847.0,1.0,0.0,0.0,48566.0041757278,730.418510706321
633643.0,936911378.0,49077.0,12000.0,0,27581.3141438732,27600.0,618.0,0.0,0.0,0.0,54084.6519429506,1.68124218676086
756122.0,785679614.0,71141.0,61000.0,1,20016.3129472034,20200.0,620.0,1.0,0.0,0.0,85923.3638821437,0.423458594490146
641130.0,635237295.0,98384.0,27000.0,0,12047.1624029203,19500.0,759.0,0.0,0.0,0.0,50835.7210406856,468.378451833226
824724.0,741912827.0,50079.0,67000.0,1,17107.632356998,17500.0,358.0,3.0,3.0,1.0,30389.9635580584,20.7119853829
732309.0,983005893.0,13887.0,78000.0,0,13432.4704312475,22200.0,773.0,2.0,0.0,0.0,39513.7975056263,60.7145846186119
309886.0,439435136.0,19082.0,69000.0,0,8907.74336055941,11400.0,788.0,0.0,0.0,0.0,52502.405101734,0.836710431346398
435948.0,404481701.0,79976.0,60000.0,0,13636.8306805116,36000.0,842.0,2.0,0.0,0.0,53034.770794176,195.146612626142
667796.0,371284100.0,98701.0,92000.0,1,7835.07774185272,9700.0,690.0,1.0,0.0,0.0,62126.2716389119,35.117589697857
883292.0,354349609.0,97968.0,57000.0,1,13182.9951123058,18500.0,677.0,0.0,0.0,0.0,51018.6472523109,1361.51968527067
983792.0,962594365.0,57495.0,88000.0,1,9465.09509960199,23200.0,568.0,0.0,0.0,0.0,71013.9738331766,53.9003024495994
969941.0,121371203.0,33530.0,97000.0,1,27854.0448455028,32300.0,715.0,1.0,0.0,0.0,45146.7648642357,26.5586225593435
867458.0,170348374.0,22856.0,43000.0,1,13536.1152924827,32700.0,836.0,0.0,0.0,0.0,68381.5535927227,2071.09706127886
543097.0,924703340.0,84225.0,54000.0,1,12155.6676879504,26000.0,651.0,0.0,0.0,0.0,60817.0279714054,261.878771932561
676573.0,202696836.0,33632.0,59000.0,0,7333.95230369273,11400.0,621.0,1.0,0.0,0.0,53957.4138671548,6.64597104637682
405117.0,810447129.0,60951.0,35000.0,1,5199.90545322007,5200.0,655.0,1.0,1.0,1.0,86250.3065464809,0.0018103026391046
350348.0,340873410.0,82334.0,82000.0,1,2948.78582999554,32400.0,803.0,5.0,0.0,0.0,89203.9491691829,550.734449454346
474819.0,989362403.0,26174.0,43000.0,1,30732.8309790522,37300.0,727.0,0.0,0.0,0.0,60725.8422600827,65.4173231730196
