ssn,zip_code,income,homeownership,purchases,credit_limit,fico,num_late,past_def,num_bankruptcy,avg_income,avg_income,density
514015209,36850,48000.0,0,22548.2581828951,28100.0,780.0,1,0,0,52033.8973666603,52033.8973666603,2684.47996751767
710362079,80582,67000.0,0,5085.23462485434,13800.0,622.0,1,0,0,81367.1,81367.1,27.16582
288986134,46429,61000.0,1,7330.61010228875,14900.0,636.0,0,0,0,66140.8716198094,66140.8716198094,0.411443884201243
399463834,96039,75000.0,1,9768.73422401684,15000.0,637.0,0,0,0,56647.19,56647.19,9.140974
100091104,65823,85000.0,0,2844.55595108636,32000.0,816.0,0,0,0,72600.825687253,72600.825687253,403.297599167161
218685982,90102,55000.0,0,20762.4062749303,29900.0,797.0,0,0,0,56726.02,56726.02,3340.227
127003001,15857,88000.0,1,9983.91716878221,12400.0,602.0,1,0,0,72667.7524687994,72667.7524687994,252.01202519061
102203310,40025,79000.0,0,1315.90249714972,17600.0,670.0,0,0,0,74281.9008332042,74281.9008332042,2.63652599715872
450811053,32096,35000.0,0,11233.2965043334,16600.0,657.0,1,0,0,54708.7141462823,54708.7141462823,235.119034724555
912810753,65160,49000.0,0,7224.62489945479,40100.0,883.0,0,0,0,67951.575262784,67951.575262784,102.368984126014
323077242,77224,86000.0,0,7012.07258220764,15400.0,643.0,0,0,0,57400.52,57400.52,2.132877
957900800,58984,56000.0,0,3548.47990146598,12500.0,604.0,0,0,0,71655.4062824984,71655.4062824984,244.50489979184
985669405,22613,72000.0,0,15143.8789731224,15400.0,642.0,1,1,1,60623.6156608193,60623.6156608193,43.1860955477802
910100943,49851,63000.0,0,17422.2071683339,37100.0,859.0,2,0,0,63924.5456744465,63924.5456744465,770.774763596799
990885072,45906,62000.0,0,2731.44242608458,30700.0,804.0,0,0,0,71243.8459769143,71243.8459769143,109.153680449596
916776597,87510,83000.0,0,19449.3329668015,32000.0,816.0,3,0,0,71235.05,71235.05,174.5474
573352260,36021,93000.0,0,8575.94539148237,29600.0,794.0,0,0,0,66583.7448046913,66583.7448046913,288.255898340872
681033089,52126,103000.0,0,14847.7212972537,16100.0,651.0,0,0,0,62182.4556743781,62182.4556743781,476.416627554012
609008681,53807,74000.0,0,6601.44321395942,6900.0,512.0,5,0,0,77759.423401688,77759.423401688,12.1011442179668
799754488,58833,57000.0,0,21387.5231347702,21900.0,718.0,1,1,1,58280.8712320921,58280.8712320921,31.4697212414626
283266461,95042,53000.0,0,2135.10570398298,11800.0,593.0,0,0,0,58916.35,58916.35,193.4237
336244308,34935,41000.0,0,5720.37561135618,37100.0,859.0,0,0,0,53927.9334232438,53927.9334232438,251.565487969194
901709332,22391,47000.0,0,5303.05763429802,17600.0,669.0,1,0,0,47545.3892810351,47545.3892810351,99.7914249460884
649405408,86707,46000.0,0,23637.2259278088,30500.0,802.0,3,0,0,58058.79,58058.79,165.5523
827222006,37385,65000.0,0,1941.08614952535,11400.0,587.0,0,0,0,60417.0792955335,60417.0792955335,381.698156230738
450363849,42564,80000.0,0,6960.95287742845,30100.0,799.0,1,0,0,63359.6366774679,63359.6366774679,3.17393968038191
762086861,42110,78000.0,0,8793.62869544731,18200.0,677.0,0,0,0,53893.6665025095,53893.6665025095,777.711762269542
886232385,50183,78000.0,1,9283.36433848935,29900.0,797.0,0,0,0,85486.7115532113,85486.7115532113,22.390678645803
295618786,10984,65000.0,0,3724.22408609703,12900.0,609.0,0,0,0,64813.5031825894,64813.5031825894,1199.9380796041
325127165,60045,6000.0,0,10373.55484921,12900.0,609.0,0,0,0,33798.2513025259,33798.2513025259,15.9690527163575
496846761,48909,32000.0,0,2575.303267949,10600.0,575.0,0,0,0,39361.3454952948,39361.3454952948,29.2927177323118
225169479,15809,58000.0,0,1801.64394519539,11000.0,582.0,0,0,0,49098.3805698707,49098.3805698707,3.70913748226744
219869613,92161,82000.0,0,26989.3808661161,34800.0,840.0,0,0,0,66461.26,66461.26,3727.353
884699525,94250,58000.0,0,1973.88399294044,22500.0,724.0,0,0,0,58639.96,58639.96,2.160699
627454913,79339,112000.0,1,22695.1601921194,24100.0,741.0,0,0,0,76102.34,76102.34,398.053
988334618,35559,94000.0,0,6620.76687784756,17400.0,667.0,0,0,0,73328.0307126251,73328.0307126251,1105.68302282085
939841271,64914,43000.0,1,11799.4040607719,11800.0,593.0,2,1,1,66799.1637674434,66799.1637674434,802.637818234695
197487530,55527,42000.0,0,6468.8290429128,35900.0,849.0,0,0,0,59555.5592343466,59555.5592343466,2.09863049757515
879215450,56340,74000.0,0,7237.72791692201,12500.0,603.0,2,0,0,64391.7870569256,64391.7870569256,303.542027525664
707574680,21807,65000.0,0,12327.4194958538,12400.0,602.0,2,1,1,57420.1887779797,57420.1887779797,40.9418423010934
607054644,44310,29000.0,0,15396.7880304272,35800.0,848.0,1,0,0,44957.8796266946,44957.8796266946,132.922330725098
168443278,52099,93000.0,0,5119.68205512584,22800.0,728.0,0,0,0,70605.6479906174,70605.6479906174,314.536809396716
923507673,65300,44000.0,1,11644.7637810463,15800.0,647.0,0,0,0,44865.7217437509,44865.7217437509,836.656434278859
623948138,64381,17000.0,0,9784.50632790649,9900.0,564.0,0,0,0,57929.7448681524,57929.7448681524,405.358490654407
633534416,40567,30000.0,1,29028.928274357,30900.0,806.0,0,0,0,60279.5435845601,60279.5435845601,49.6467154030407
305673761,50556,32000.0,0,9831.8749360121,28700.0,786.0,0,0,0,49644.2499342683,49644.2499342683,445.947841423396
337413604,64505,74000.0,0,4798.89838579986,39100.0,875.0,0,0,0,54135.691507187,54135.691507187,17.8541792318103
696164355,45414,16000.0,0,24099.9874334414,24100.0,741.0,3,0,0,81414.276863855,81414.276863855,191.350669726752
647327994,38373,97000.0,0,8580.0640031552,8700.0,545.0,5,0,0,74700.9483254821,74700.9483254821,306.912811409666
586691942,94531,48000.0,0,3199.17178725284,3200.0,429.0,2,1,1,68894.75,68894.75,1111.111
731048065,80426,32000.0,0,4111.45450717337,36700.0,856.0,0,0,0,31766.43,31766.43,194.7365
251181637,52418,56000.0,0,14697.9736090907,18100.0,675.0,0,0,0,87300.605647285,87300.605647285,665.905491818403
341459462,11891,46000.0,0,8775.38962294359,33300.0,827.0,0,0,0,67761.4660613516,67761.4660613516,0.0073528615772862
713185502,37460,18000.0,0,7916.8567768617,9000.0,550.0,1,0,0,43033.5225030587,43033.5225030587,74.1794864339891
287205552,29209,87000.0,1,9099.89518550041,11400.0,588.0,0,0,0,62219.0255723306,62219.0255723306,4.76897153750337
217945542,97436,74000.0,0,1705.10583922518,11300.0,586.0,0,0,0,61486.93,61486.93,7.749695
140510842,17888,53000.0,1,8786.48242673825,16000.0,650.0,0,0,0,60018.7132207911,60018.7132207911,47.8882572274479
520249152,95808,56000.0,0,5724.12020584741,21300.0,712.0,1,0,0,52473.86,52473.86,226.7484
468559402,57218,23000.0,1,26435.3444263749,29700.0,795.0,0,0,0,46984.8159365271,46984.8159365271,247.484315889134
586550113,90728,38000.0,0,4626.67666538755,15800.0,648.0,0,0,0,51874.95,51874.95,232.5179
439435136,19082,69000.0,1,8907.74336055941,11400.0,587.0,1,0,0,57920.3764842435,57920.3764842435,13.8757032772581
705107138,97818,55000.0,0,4684.55127565209,10000.0,566.0,0,0,0,37892.88,37892.88,754.1092
982218235,96590,49000.0,0,12701.6447545371,27800.0,777.0,2,0,0,54055.41,54055.41,92.225
837057220,63541,44000.0,0,5218.94829870715,11900.0,595.0,0,0,0,57687.5053241319,57687.5053241319,826.061268452335
446864938,34703,51000.0,0,4459.25789789273,4500.0,462.0,1,1,1,53914.8601159926,53914.8601159926,1.73725482174644
123817237,49020,47000.0,0,3097.15720038699,3100.0,427.0,3,1,1,48715.3363453842,48715.3363453842,119.707639098952
784921266,18000,50000.0,0,12772.1419159986,17100.0,664.0,1,0,0,71640.6344678744,71640.6344678744,662.326638628526
505412391,85745,80000.0,0,4299.5908877599,4300.0,458.0,2,3,1,75037.96,75037.96,84.59276
615103305,76018,91000.0,1,10962.2085775763,23300.0,733.0,0,0,0,99560.2722356051,99560.2722356051,697.036149846709
955073341,18753,31000.0,0,11737.9601670787,14500.0,631.0,0,0,0,60620.133932951,60620.133932951,309.885753024528
459256085,47933,31000.0,0,15970.9799292291,16200.0,652.0,1,0,0,69394.8165752942,69394.8165752942,387.317319065646
885011963,73029,51000.0,0,20262.4258284039,21700.0,716.0,4,0,0,67504.4445994902,67504.4445994902,7.03857891386397
377839757,41237,11000.0,0,16598.4793195586,16600.0,657.0,3,1,1,39614.4013094966,39614.4013094966,23.3074327941577
853191189,12811,85000.0,1,9629.05811793763,12500.0,603.0,0,0,0,64927.177705096,64927.177705096,483.141521806232
198189246,50564,37000.0,0,11667.4766745673,24500.0,745.0,0,0,0,61502.1287621885,61502.1287621885,98.8436085523348
267282965,95990,82000.0,1,19488.736682043,39800.0,881.0,0,0,0,63793.42,63793.42,312.6402
585579792,49483,62000.0,1,5850.43889770954,10100.0,568.0,0,0,0,62751.8077232047,62751.8077232047,223.089515230672
488281104,11381,58000.0,0,5948.03525853505,25800.0,758.0,0,0,0,71961.5251041672,71961.5251041672,668.402942017572
446487481,74614,73000.0,1,7589.37555252314,17300.0,666.0,0,0,0,69940.6698935792,69940.6698935792,177.201073893321
635237295,98384,27000.0,1,12047.1624029203,19500.0,692.0,0,0,0,31966.02,31966.02,24.66769
774528163,35859,94000.0,0,18785.7196356179,18800.0,684.0,3,1,1,68671.5463972941,68671.5463972941,189.125957406542
282642254,17550,18000.0,1,18525.3258525189,18600.0,681.0,0,0,0,56952.1099395312,56952.1099395312,363.710336348964
944727336,82102,68000.0,0,3690.29216840481,10100.0,568.0,0,0,0,48953.02,48953.02,384.6141
617290535,45499,75000.0,0,3373.03785250576,41300.0,893.0,0,0,0,69590.3335718129,69590.3335718129,740.77556115829
206023565,69179,44000.0,1,24288.3254205304,25800.0,758.0,0,0,0,75384.6940092045,75384.6940092045,0.198232999932867
485402645,97004,48000.0,0,4262.0757428675,33100.0,825.0,0,0,0,59760.51,59760.51,154.8872
656379039,52955,51000.0,0,8038.01002402466,10400.0,572.0,2,0,0,68085.906113425,68085.906113425,47.3100230580837
855030959,98680,72000.0,0,5345.15796798558,12500.0,604.0,1,0,0,54395.93,54395.93,3.776616
299751002,95835,47000.0,1,2899.61210093974,2900.0,421.0,2,1,1,65449.59,65449.59,13.26479
129951186,23233,17000.0,1,30906.4049319546,32500.0,820.0,0,0,0,43811.4824500437,43811.4824500437,653.488338940208
645560550,96044,89000.0,1,17349.8161994395,24100.0,741.0,0,0,0,74454.6,74454.6,1331.057
477147173,75167,49000.0,1,31461.5279379931,37500.0,862.0,2,0,0,57252.2736716093,57252.2736716093,71.3985754245245
874789914,55884,46000.0,1,12874.0642106615,21400.0,713.0,0,0,0,52822.2697448848,52822.2697448848,340.889397666938
537629484,88498,35000.0,1,29534.6770176654,34600.0,838.0,0,0,0,60954.71,60954.71,7.291044
492308897,46279,55000.0,0,8322.28720157053,24800.0,748.0,1,0,0,69051.8632095285,69051.8632095285,89.6479974283997
141210025,61780,27000.0,0,13271.8406689533,20600.0,704.0,0,0,0,54311.9462172358,54311.9462172358,14.5104763328111
783701699,54792,82000.0,1,7439.94945188385,22300.0,722.0,0,0,0,75938.860173639,75938.860173639,16.3928828267815
121371203,33530,97000.0,0,27854.0448455028,32300.0,818.0,2,0,0,68391.456478138,68391.456478138,818.054693536959
482189041,22412,65000.0,0,7320.27342891885,37100.0,859.0,1,0,0,65314.1248157241,65314.1248157241,531.607995832976
800143924,89474,45000.0,0,6860.68781532417,31400.0,810.0,0,0,0,36583.9,36583.9,884.7899
808446271,55166,83000.0,1,29239.2162215073,38200.0,868.0,0,0,0,55769.7474882854,55769.7474882854,283.277359181753
525030195,34107,88000.0,0,12736.336576449,13300.0,615.0,1,0,0,50976.0334252448,50976.0334252448,587.185575842386
570344140,39376,40000.0,0,14021.4821836536,16600.0,658.0,2,0,0,55625.9144329507,55625.9144329507,725.952429255515
395965298,53627,27000.0,0,2582.14109080304,9700.0,562.0,0,0,0,29760.8815888107,29760.8815888107,148.228751951644
129365981,97279,38000.0,0,4356.37154738117,19500.0,692.0,0,0,0,45532.49,45532.49,422.2617
144864014,55280,29000.0,0,5907.51627225283,14100.0,625.0,0,0,0,46458.7362266696,46458.7362266696,193.670140998192
992277219,36301,73000.0,0,18931.4538520746,34500.0,837.0,1,0,0,58123.6745062574,58123.6745062574,1553.4078272259
310908527,76562,48000.0,1,12817.3882476934,29300.0,791.0,0,0,0,50262.51,50262.51,101.5573
693954578,41066,64000.0,0,2385.39661164108,20900.0,707.0,0,0,0,73981.2252434054,73981.2252434054,60.3485565851121
940184101,77041,81000.0,0,27482.1851618433,34000.0,833.0,4,0,0,67318.15,67318.15,45.83757
817440704,56297,53000.0,0,4544.42025997191,21700.0,716.0,0,0,0,64830.0494873353,64830.0494873353,470.143998340582
252765744,56133,70000.0,0,1993.96281727353,11500.0,589.0,0,0,0,58204.9660252475,58204.9660252475,155.912638642963
794496014,82585,87000.0,1,5861.43532022764,16400.0,655.0,0,0,0,84985.21,84985.21,96.25921
249707898,75710,7000.0,1,12258.2551764968,13500.0,618.0,0,0,0,27414.3146701509,27414.3146701509,11.2002156755564
839996444,71311,65000.0,1,7307.40270058619,12000.0,597.0,0,0,0,69164.1995285148,69164.1995285148,452.630855743985
980739801,65442,57000.0,0,11901.7738303159,12400.0,602.0,1,0,0,82929.1381484623,82929.1381484623,2074.84550107421
252686679,15299,40000.0,1,1599.9890993449,1600.0,378.0,4,1,1,63361.9028541406,63361.9028541406,91.0998212319174
848808059,90005,99000.0,0,7251.36526808828,7300.0,521.0,2,1,1,87970.95,87970.95,128.105
923773081,18935,31000.0,1,14169.8891922101,14200.0,627.0,2,0,0,63145.8086912125,63145.8086912125,535.682143767192
911062099,11284,62000.0,0,8592.14229854456,16200.0,653.0,0,0,0,89749.233458036,89749.233458036,0.0241225859144298
763776496,38716,48000.0,0,7066.62049971604,40200.0,884.0,1,0,0,54645.954544244,54645.954544244,0.752523152128619
477135472,54574,61000.0,0,3866.70431637744,37100.0,859.0,0,0,0,45926.1381277972,45926.1381277972,22.2705394191501
911723808,83822,39000.0,0,10033.1172712853,41000.0,890.0,0,0,0,60431.86,60431.86,13.41631
277619259,91897,75000.0,0,4655.99885003597,38800.0,873.0,0,0,0,68809.01,68809.01,1074.335
463428305,44667,40000.0,0,3451.34561941225,14800.0,635.0,0,0,0,41853.869654478,41853.869654478,487.772028399125
438051638,94375,0.0,0,12025.9816364052,19900.0,696.0,0,0,0,22332.84,22332.84,18.9841
457562709,67996,58000.0,1,11401.5327870578,34000.0,833.0,0,0,0,55169.9547524355,55169.9547524355,0.255768512774468
385055589,91705,104000.0,0,1833.91996067386,13200.0,613.0,0,0,0,88335.09,88335.09,334.7384
927448739,50814,83000.0,1,27364.8237641124,33100.0,825.0,0,0,0,54575.2433224714,54575.2433224714,320.490378188771
706681658,48519,92000.0,0,3353.94927978602,30900.0,806.0,0,0,0,73069.7478913576,73069.7478913576,117.633547502924
531172899,48464,21000.0,0,16376.0568077828,25400.0,754.0,0,0,0,48694.4557276662,48694.4557276662,0.0744672804902718
853485852,28162,54000.0,0,23873.6107731699,35500.0,846.0,3,0,0,43344.4868264417,43344.4868264417,50.627216800957
794227361,97379,68000.0,0,1450.53575729002,12200.0,600.0,0,0,0,70327.94,70327.94,112.57
754053788,99160,47000.0,0,13414.0793109797,14100.0,626.0,4,0,0,62321.85,62321.85,67.43794
464661075,69474,50000.0,0,2549.56704432884,34700.0,839.0,0,0,0,52237.3631381852,52237.3631381852,18.8977764459078
539726746,26332,24000.0,0,12726.0370982216,13500.0,618.0,2,0,0,50262.2323984596,50262.2323984596,42.5176956966106
634578035,35753,50000.0,1,13025.9827106851,19400.0,690.0,0,0,0,64650.5287745244,64650.5287745244,142.55297457542
427765499,83992,32000.0,0,2948.45131603822,17400.0,667.0,0,0,0,31018.38,31018.38,42.67195
172632818,85319,100000.0,1,29858.5998830317,29900.0,797.0,2,0,0,57638.68,57638.68,625.9171
864791634,81968,79000.0,0,4759.19386030876,31100.0,808.0,1,0,0,69912.5,69912.5,86.29534
478915834,14532,62000.0,0,9146.24510248711,9200.0,553.0,1,1,1,60317.4128362067,60317.4128362067,983.254808328279
728422325,52365,97000.0,0,23946.2666076102,39200.0,876.0,1,0,0,66430.9477253652,66430.9477253652,279.338122649079
138129284,56972,39000.0,0,11335.8554639228,32600.0,821.0,1,0,0,53579.3795042888,53579.3795042888,21.6910497635736
482201101,72046,99000.0,0,23883.4177056926,24200.0,742.0,2,0,0,56923.1368317349,56923.1368317349,237.053397295009
782423804,24571,76000.0,0,399.99972590045,400.0,312.0,4,1,3,66686.343510427,66686.343510427,265.001318546636
101458458,16217,53000.0,0,4546.80240393161,9600.0,560.0,1,0,0,50299.8420414602,50299.8420414602,570.947945283828
371284100,98701,92000.0,0,7835.07774185272,9700.0,562.0,3,0,0,81118.82,81118.82,565.2754
177008913,44141,49000.0,0,4869.39045108425,35200.0,843.0,0,0,0,51039.0088604883,51039.0088604883,720.089525417383
134724649,35521,82000.0,1,8925.43569642614,10200.0,570.0,0,0,0,56880.6922202761,56880.6922202761,365.112726811343
328110977,59277,20000.0,0,20953.7749991469,21000.0,708.0,1,0,0,66305.0918920449,66305.0918920449,215.819549217858
960058512,19386,29000.0,0,7488.00990815697,9200.0,553.0,2,0,0,38871.3426462994,38871.3426462994,378.40053889323
490946524,23782,73000.0,0,2847.25669322105,29100.0,789.0,0,0,0,59004.9564217102,59004.9564217102,52.7525924903315
371885648,38691,92000.0,1,299.99997239808,300.0,307.0,1,1,3,56383.4003549193,56383.4003549193,30.8652659649061
362547577,56249,32000.0,1,34297.8431710633,39100.0,875.0,0,0,0,59612.9603481792,59612.9603481792,7.00809395866608
394587458,60898,56000.0,0,1396.52503869386,9200.0,553.0,0,0,0,58193.0929532476,58193.0929532476,0.0731070607792605
235578496,86470,52000.0,0,7056.94127437209,17000.0,662.0,0,0,0,67741.56,67741.56,932.1642
976618286,85033,69000.0,0,4084.61255841094,9000.0,550.0,1,0,0,56829.0,56829.0,355.5405
515968918,84062,28000.0,0,12533.9750955152,16600.0,657.0,0,0,0,56173.83,56173.83,266.2344
677763746,48731,18000.0,1,35141.7530831964,35300.0,844.0,1,0,0,53927.9243205839,53927.9243205839,475.62561698024
923283534,80393,100000.0,1,7275.02808122619,7300.0,521.0,4,0,0,74738.56,74738.56,268.4482
395605094,15887,68000.0,0,3210.08035362636,23200.0,732.0,0,0,0,54188.1838604271,54188.1838604271,170.519895408456
815157065,69197,48000.0,0,8290.34416785856,8500.0,541.0,2,0,0,65648.4246800041,65648.4246800041,2278.06297420454
729072544,94319,63000.0,0,29665.5239949,40600.0,887.0,0,0,0,26571.02,26571.02,5.270716
954687038,70379,62000.0,0,2285.98742116528,31200.0,809.0,0,0,0,65540.4172939781,65540.4172939781,133.285574026718
147260104,90586,27000.0,0,6795.95287696263,6800.0,510.0,1,1,1,51983.73,51983.73,565.2667
755651643,70755,39000.0,0,6176.95627974172,15300.0,641.0,0,0,0,58866.6684674775,58866.6684674775,114.386118121301
451374879,85861,100000.0,0,6397.63334049448,22500.0,724.0,0,0,0,76626.26,76626.26,623.0508
901781456,41377,83000.0,1,13599.9907318529,13600.0,619.0,1,1,2,43582.4093118532,43582.4093118532,1032.84100680271
401758141,71391,41000.0,1,29066.2213643206,37500.0,862.0,0,0,0,63123.1139622097,63123.1139622097,234.119483282773
630293908,69981,80000.0,1,8114.26444938464,10600.0,575.0,1,0,0,73912.3027914978,73912.3027914978,360.29228911019
635357103,96204,35000.0,0,4969.38795331348,10800.0,578.0,0,0,0,49351.09,49351.09,620.731
633336507,35919,74000.0,0,3563.46389327176,35900.0,849.0,0,0,0,60144.4245289644,60144.4245289644,300.355271183692
356611737,65485,49000.0,0,21824.2315913231,26900.0,769.0,0,0,0,79421.5420192863,79421.5420192863,997.21649650446
232952332,60704,73000.0,0,10186.232417259,11400.0,588.0,4,0,0,69284.4738647834,69284.4738647834,277.643265658133
557171452,16505,86000.0,0,6465.58643916695,35500.0,846.0,1,0,0,70093.6085352155,70093.6085352155,50.7228990393232
521061938,81863,65000.0,0,10506.262167745,27800.0,777.0,2,0,0,62530.14,62530.14,145.0772
167278222,61793,93000.0,0,4948.59525967464,33800.0,831.0,0,0,0,69659.1995782762,69659.1995782762,4.31702479067132
648145682,44809,80000.0,1,21646.620748597,22600.0,725.0,1,0,0,53169.0218365827,53169.0218365827,751.305205319667
828566359,59667,68000.0,1,9899.88505000608,9900.0,565.0,1,2,2,57810.6860223863,57810.6860223863,67.154331294901
235915103,16211,60000.0,1,11974.7653175324,13000.0,610.0,2,0,0,58925.6671899708,58925.6671899708,459.501611219566
669370508,51210,61000.0,1,11739.1525360744,15100.0,638.0,1,0,0,59575.8217265123,59575.8217265123,363.06912792431
181804712,41784,92000.0,1,6911.30106590551,34800.0,840.0,0,0,0,89718.4371441603,89718.4371441603,1.07061994252848
